Year,Award,Winner,Name,Film,POC
1999,Actress in a Supporting Role,,Samantha Morton,Sweet and Lowdown,0
1999,Actress in a Supporting Role,,Chloë Sevigny,Boys Don't Cry,0
2000,Actor in a Leading Role,,Javier Bardem,Before Night Falls,0
2000,Actor in a Leading Role,1,Russell Crowe,Gladiator,0
2000,Actor in a Leading Role,,Tom Hanks,Cast Away,0
2000,Actor in a Leading Role,,Ed Harris,Pollock,0
2000,Actor in a Leading Role,,Geoffrey Rush,Quills,0
2000,Actor in a Supporting Role,,Jeff Bridges,The Contender,0
2000,Actor in a Supporting Role,,Willem Dafoe,Shadow of the Vampire,0
2000,Actor in a Supporting Role,1,Benicio Del Toro,Traffic,1
2000,Actor in a Supporting Role,,Albert Finney,Erin Brockovich,0
2000,Actor in a Supporting Role,,Joaquin Phoenix,Gladiator,0
2000,Actress in a Leading Role,,Joan Allen,The Contender,0
2000,Actress in a Leading Role,,Juliette Binoche,Chocolat,0
2000,Actress in a Leading Role,,Ellen Burstyn,Requiem for a Dream,0
2000,Actress in a Leading Role,,Laura Linney,You Can Count on Me,0
2000,Actress in a Leading Role,1,Julia Roberts,Erin Brockovich,0
2000,Actress in a Supporting Role,,Judi Dench,Chocolat,0
2000,Actress in a Supporting Role,1,Marcia Gay Harden,Pollock,0
2000,Actress in a Supporting Role,,Kate Hudson,Almost Famous,0
2000,Actress in a Supporting Role,,Frances McDormand,Almost Famous,0
2000,Actress in a Supporting Role,,Julie Walters,Billy Elliot,0
2001,Actor in a Leading Role,,Russell Crowe,A Beautiful Mind,0
2001,Actor in a Leading Role,,Sean Penn,I Am Sam,0
2001,Actor in a Leading Role,,Will Smith,Ali,1
2001,Actor in a Leading Role,1,Denzel Washington,Training Day,1
2001,Actor in a Leading Role,,Tom Wilkinson,In the Bedroom,0
2001,Actor in a Supporting Role,1,Jim Broadbent,Iris,0
2001,Actor in a Supporting Role,,Ethan Hawke,Training Day,0
2001,Actor in a Supporting Role,,Ben Kingsley,Sexy Beast,1
2001,Actor in a Supporting Role,,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,0
2001,Actor in a Supporting Role,,Jon Voight,Ali,0
2001,Actress in a Leading Role,1,Halle Berry,Monster's Ball,1
2001,Actress in a Leading Role,,Judi Dench,Iris,0
2001,Actress in a Leading Role,,Nicole Kidman,Moulin Rouge,0
2001,Actress in a Leading Role,,Sissy Spacek,In the Bedroom,0
2001,Actress in a Leading Role,,Renée Zellweger,Bridget Jones's Diary,0
2001,Actress in a Supporting Role,1,Jennifer Connelly,A Beautiful Mind,0
2001,Actress in a Supporting Role,,Helen Mirren,Gosford Park,0
2001,Actress in a Supporting Role,,Maggie Smith,Gosford Park,0
2001,Actress in a Supporting Role,,Marisa Tomei,In the Bedroom,0
2001,Actress in a Supporting Role,,Kate Winslet,Iris,0
2002,Actor in a Leading Role,1,Adrien Brody,The Pianist,0
2002,Actor in a Leading Role,,Nicolas Cage,Adaptation,0
2002,Actor in a Leading Role,,Michael Caine,The Quiet American,0
2002,Actor in a Leading Role,,Daniel Day-Lewis,Gangs of New York,0
2002,Actor in a Leading Role,,Jack Nicholson,About Schmidt,0
2002,Actor in a Supporting Role,1,Chris Cooper,Adaptation,0
2002,Actor in a Supporting Role,,Ed Harris,The Hours,0
2002,Actor in a Supporting Role,,Paul Newman,Road to Perdition,0
2002,Actor in a Supporting Role,,John C. Reilly,Chicago,0
2002,Actor in a Supporting Role,,Christopher Walken,Catch Me If You Can,0
2002,Actress in a Leading Role,,Salma Hayek,Frida,1
2002,Actress in a Leading Role,1,Nicole Kidman,The Hours,0
2002,Actress in a Leading Role,,Diane Lane,Unfaithful,0
2002,Actress in a Leading Role,,Julianne Moore,Far from Heaven,0
2002,Actress in a Leading Role,,Renée Zellweger,Chicago,0
2002,Actress in a Supporting Role,,Kathy Bates,About Schmidt,0
2002,Actress in a Supporting Role,,Julianne Moore,The Hours,0
2002,Actress in a Supporting Role,,Queen Latifah,Chicago,1
2002,Actress in a Supporting Role,,Meryl Streep,Adaptation,0
2002,Actress in a Supporting Role,1,Catherine Zeta-Jones,Chicago,0
2003,Actor in a Leading Role,,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,Actor in a Leading Role,,Ben Kingsley,House of Sand and Fog,1
2003,Actor in a Leading Role,,Jude Law,Cold Mountain,0
2003,Actor in a Leading Role,,Bill Murray,Lost in Translation,0
2003,Actor in a Leading Role,1,Sean Penn,Mystic River,0
2003,Actor in a Supporting Role,,Alec Baldwin,The Cooler,0
2003,Actor in a Supporting Role,,Benicio Del Toro,21 Grams,1
2003,Actor in a Supporting Role,,Djimon Hounsou,In America,1
2003,Actor in a Supporting Role,1,Tim Robbins,Mystic River,0
2003,Actor in a Supporting Role,,Ken Watanabe,The Last Samurai,1
2003,Actress in a Leading Role,,Keisha Castle-Hughes,Whale Rider,1
2003,Actress in a Leading Role,,Diane Keaton,Something's Gotta Give,0
2003,Actress in a Leading Role,,Samantha Morton,In America,0
2003,Actress in a Leading Role,1,Charlize Theron,Monster,0
2003,Actress in a Leading Role,,Naomi Watts,21 Grams,0
2003,Actress in a Supporting Role,,Shohreh Aghdashloo,House of Sand and Fog,1
2003,Actress in a Supporting Role,,Patricia Clarkson,Pieces of April,0
2003,Actress in a Supporting Role,,Marcia Gay Harden,Mystic River,0
2003,Actress in a Supporting Role,,Holly Hunter,Thirteen,0
2003,Actress in a Supporting Role,1,Renée Zellweger,Cold Mountain,0
2004,Actor in a Leading Role,,Don Cheadle,Hotel Rwanda,1
2004,Actor in a Leading Role,,Johnny Depp,Finding Neverland,0
2004,Actor in a Leading Role,,Leonardo DiCaprio,The Aviator,0
2004,Actor in a Leading Role,,Clint Eastwood,Million Dollar Baby,0
2004,Actor in a Leading Role,1,Jamie Foxx,Ray,1
2004,Actor in a Supporting Role,,Alan Alda,The Aviator,0
2004,Actor in a Supporting Role,,Thomas Haden Church,Sideways,0
2004,Actor in a Supporting Role,,Jamie Foxx,Collateral,1
2004,Actor in a Supporting Role,1,Morgan Freeman,Million Dollar Baby,1
2004,Actor in a Supporting Role,,Clive Owen,Closer,0
2004,Actress in a Leading Role,,Annette Bening,Being Julia,0
2004,Actress in a Leading Role,,Catalina Sandino Moreno,Maria Full of Grace,1
2004,Actress in a Leading Role,,Imelda Staunton,Vera Drake,0
2004,Actress in a Leading Role,1,Hilary Swank,Million Dollar Baby,0
2004,Actress in a Leading Role,,Kate Winslet,Eternal Sunshine of the Spotless Mind,0
2004,Actress in a Supporting Role,1,Cate Blanchett,The Aviator,0
2004,Actress in a Supporting Role,,Laura Linney,Kinsey,0
2004,Actress in a Supporting Role,,Virginia Madsen,Sideways,0
2004,Actress in a Supporting Role,,Sophie Okonedo,Hotel Rwanda,1
2004,Actress in a Supporting Role,,Natalie Portman,Closer,0
2005,Actor in a Leading Role,1,Philip Seymour Hoffman,Capote,0
2005,Actor in a Leading Role,,Terrence Howard,Hustle & Flow,1
2005,Actor in a Leading Role,,Heath Ledger,Brokeback Mountain,0
2005,Actor in a Leading Role,,Joaquin Phoenix,Walk the Line,0
2005,Actor in a Leading Role,,David Strathairn,"Good Night, and Good Luck.",0
2005,Actor in a Supporting Role,1,George Clooney,Syriana,0
2005,Actor in a Supporting Role,,Matt Dillon,Crash,0
2005,Actor in a Supporting Role,,Paul Giamatti,Cinderella Man,0
2005,Actor in a Supporting Role,,Jake Gyllenhaal,Brokeback Mountain,0
2005,Actor in a Supporting Role,,William Hurt,A History of Violence,0
2005,Actress in a Leading Role,,Judi Dench,Mrs. Henderson Presents,0
2005,Actress in a Leading Role,,Felicity Huffman,Transamerica,0
2005,Actress in a Leading Role,,Keira Knightley,Pride & Prejudice,0
2005,Actress in a Leading Role,,Charlize Theron,North Country,0
2005,Actress in a Leading Role,1,Reese Witherspoon,Walk the Line,0
2005,Actress in a Supporting Role,,Amy Adams,Junebug,0
2005,Actress in a Supporting Role,,Catherine Keener,Capote,0
2005,Actress in a Supporting Role,,Frances McDormand,North Country,0
2005,Actress in a Supporting Role,1,Rachel Weisz,The Constant Gardener,0
2005,Actress in a Supporting Role,,Michelle Williams,Brokeback Mountain,0
2006,Actor in a Leading Role,,Leonardo DiCaprio,Blood Diamond,0
2006,Actor in a Leading Role,,Ryan Gosling,Half Nelson,0
2006,Actor in a Leading Role,,Peter O'Toole,Venus,0
2006,Actor in a Leading Role,,Will Smith,The Pursuit of Happyness,1
2006,Actor in a Leading Role,1,Forest Whitaker,The Last King of Scotland,1
2006,Actor in a Supporting Role,1,Alan Arkin,Little Miss Sunshine,0
2006,Actor in a Supporting Role,,Jackie Earle Haley,Little Children,0
2006,Actor in a Supporting Role,,Djimon Hounsou,Blood Diamond,1
2006,Actor in a Supporting Role,,Eddie Murphy,Dreamgirls,1
2006,Actor in a Supporting Role,,Mark Wahlberg,The Departed,0
2006,Actress in a Leading Role,,Penélope Cruz,Volver,0
2006,Actress in a Leading Role,,Judi Dench,Notes on a Scandal,0
2006,Actress in a Leading Role,1,Helen Mirren,The Queen,0
2006,Actress in a Leading Role,,Meryl Streep,The Devil Wears Prada,0
2006,Actress in a Leading Role,,Kate Winslet,Little Children,0
2006,Actress in a Supporting Role,,Adriana Barraza,Babel,1
2006,Actress in a Supporting Role,,Cate Blanchett,Notes on a Scandal,0
2006,Actress in a Supporting Role,,Abigail Breslin,Little Miss Sunshine,0
2006,Actress in a Supporting Role,1,Jennifer Hudson,Dreamgirls,1
2006,Actress in a Supporting Role,,Rinko Kikuchi,Babel,1
2007,Actor in a Leading Role,,George Clooney,Michael Clayton,0
2007,Actor in a Leading Role,1,Daniel Day-Lewis,There Will Be Blood,0
2007,Actor in a Leading Role,,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,0
2007,Actor in a Leading Role,,Tommy Lee Jones,In the Valley of Elah,0
2007,Actor in a Leading Role,,Viggo Mortensen,Eastern Promises,0
2007,Actor in a Supporting Role,,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,0
2007,Actor in a Supporting Role,1,Javier Bardem,No Country for Old Men,0
2007,Actor in a Supporting Role,,Philip Seymour Hoffman,Charlie Wilson's War,0
2007,Actor in a Supporting Role,,Hal Holbrook,Into the Wild,0
2007,Actor in a Supporting Role,,Tom Wilkinson,Michael Clayton,0
2007,Actress in a Leading Role,,Cate Blanchett,Elizabeth: The Golden Age,0
2007,Actress in a Leading Role,,Julie Christie,Away from Her,0
2007,Actress in a Leading Role,1,Marion Cotillard,La Vie en Rose,0
2007,Actress in a Leading Role,,Laura Linney,The Savages,0
2007,Actress in a Leading Role,,Ellen Page,Juno,0
2007,Actress in a Supporting Role,,Cate Blanchett,I'm Not There,0
2007,Actress in a Supporting Role,,Ruby Dee,American Gangster,1
2007,Actress in a Supporting Role,,Saoirse Ronan,Atonement,0
2007,Actress in a Supporting Role,,Amy Ryan,Gone Baby Gone,0
2007,Actress in a Supporting Role,1,Tilda Swinton,Michael Clayton,0
2008,Actor in a Leading Role,,Richard Jenkins,The Visitor,0
2008,Actor in a Leading Role,,Frank Langella,Frost/Nixon,0
2008,Actor in a Leading Role,1,Sean Penn,Milk,0
2008,Actor in a Leading Role,,Brad Pitt,The Curious Case of Benjamin Button,0
2008,Actor in a Leading Role,,Mickey Rourke,The Wrestler,0
2008,Actor in a Supporting Role,,Josh Brolin,Milk,0
2008,Actor in a Supporting Role,,Robert Downey Jr.,Tropic Thunder,0
2008,Actor in a Supporting Role,,Philip Seymour Hoffman,Doubt,0
2008,Actor in a Supporting Role,1,Heath Ledger,The Dark Knight,0
2008,Actor in a Supporting Role,,Michael Shannon,Revolutionary Road,0
2008,Actress in a Leading Role,,Anne Hathaway,Rachel Getting Married,0
2008,Actress in a Leading Role,,Angelina Jolie,Changeling,0
2008,Actress in a Leading Role,,Melissa Leo,Frozen River,0
2008,Actress in a Leading Role,,Meryl Streep,Doubt,0
2008,Actress in a Leading Role,1,Kate Winslet,The Reader,0
2008,Actress in a Supporting Role,,Amy Adams,Doubt,0
2008,Actress in a Supporting Role,1,Penélope Cruz,Vicky Cristina Barcelona,0
2008,Actress in a Supporting Role,,Viola Davis,Doubt,1
2008,Actress in a Supporting Role,,Taraji P. Henson,The Curious Case of Benjamin Button,1
2008,Actress in a Supporting Role,,Marisa Tomei,The Wrestler,0
2009,Actor in a Leading Role,1,Jeff Bridges,Crazy Heart,0
2009,Actor in a Leading Role,,George Clooney,Up in the Air,0
2009,Actor in a Leading Role,,Colin Firth,A Single Man,0
2009,Actor in a Leading Role,,Morgan Freeman,Invictus,1
2009,Actor in a Leading Role,,Jeremy Renner,The Hurt Locker,0
2009,Actor in a Supporting Role,,Matt Damon,Invictus,0
2009,Actor in a Supporting Role,,Woody Harrelson,The Messenger,0
2009,Actor in a Supporting Role,,Christopher Plummer,The Last Station,0
2009,Actor in a Supporting Role,,Stanley Tucci,The Lovely Bones,0
2009,Actor in a Supporting Role,1,Christoph Waltz,Inglourious Basterds,0
2009,Actress in a Leading Role,1,Sandra Bullock,The Blind Side,0
2009,Actress in a Leading Role,,Helen Mirren,The Last Station,0
2009,Actress in a Leading Role,,Carey Mulligan,An Education,0
2009,Actress in a Leading Role,,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,1
2009,Actress in a Leading Role,,Meryl Streep,Julie & Julia,0
2009,Actress in a Supporting Role,,Penélope Cruz,Nine,0
2009,Actress in a Supporting Role,,Vera Farmiga,Up in the Air,0
2009,Actress in a Supporting Role,,Maggie Gyllenhaal,Crazy Heart,0
2009,Actress in a Supporting Role,,Anna Kendrick,Up in the Air,0
2009,Actress in a Supporting Role,1,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,1
2010,Actor in a Leading Role,,Javier Bardem,Biutiful,0
2010,Actor in a Leading Role,,Jeff Bridges,True Grit,0
2010,Actor in a Leading Role,,Jesse Eisenberg,The Social Network,0
2010,Actor in a Leading Role,1,Colin Firth,The King's Speech,0
2010,Actor in a Leading Role,,James Franco,127 Hours,0
2010,Actor in a Supporting Role,1,Christian Bale,The Fighter,0
2010,Actor in a Supporting Role,,John Hawkes,Winter's Bone,0
2010,Actor in a Supporting Role,,Jeremy Renner,The Town,0
2010,Actor in a Supporting Role,,Mark Ruffalo,The Kids Are All Right,0
2010,Actor in a Supporting Role,,Geoffrey Rush,The King's Speech,0
2010,Actress in a Leading Role,,Annette Bening,The Kids Are All Right,0
2010,Actress in a Leading Role,,Nicole Kidman,Rabbit Hole,0
2010,Actress in a Leading Role,,Jennifer Lawrence,Winter's Bone,0
2010,Actress in a Leading Role,1,Natalie Portman,Black Swan,0
2010,Actress in a Leading Role,,Michelle Williams,Blue Valentine,0
2010,Actress in a Supporting Role,,Amy Adams,The Fighter,0
2010,Actress in a Supporting Role,,Helena Bonham Carter,The King's Speech,0
2010,Actress in a Supporting Role,1,Melissa Leo,The Fighter,0
2010,Actress in a Supporting Role,,Hailee Steinfeld,True Grit,0
2010,Actress in a Supporting Role,,Jacki Weaver,Animal Kingdom,0
2011,Actor in a Leading Role,,Demián Bichir,A Better Life,1
2011,Actor in a Leading Role,,George Clooney,The Descendants,0
2011,Actor in a Leading Role,1,Jean Dujardin,The Artist,0
2011,Actor in a Leading Role,,Gary Oldman,Tinker Tailor Soldier Spy,0
2011,Actor in a Leading Role,,Brad Pitt,Moneyball,0
2011,Actor in a Supporting Role,,Kenneth Branagh,My Week with Marilyn,0
2011,Actor in a Supporting Role,,Jonah Hill,Moneyball,0
2011,Actor in a Supporting Role,,Nick Nolte,Warrior,0
2011,Actor in a Supporting Role,1,Christopher Plummer,Beginners,0
2011,Actor in a Supporting Role,,Max von Sydow,Extremely Loud & Incredibly Close,0
2011,Actress in a Leading Role,,Glenn Close,Albert Nobbs,0
2011,Actress in a Leading Role,,Viola Davis,The Help,1
2011,Actress in a Leading Role,,Rooney Mara,The Girl with the Dragon Tattoo,0
2011,Actress in a Leading Role,1,Meryl Streep,The Iron Lady,0
2011,Actress in a Leading Role,,Michelle Williams,My Week with Marilyn,0
2011,Actress in a Supporting Role,,Bérénice Bejo,The Artist,1
2011,Actress in a Supporting Role,,Jessica Chastain,The Help,0
2011,Actress in a Supporting Role,,Melissa McCarthy,Bridesmaids,0
2011,Actress in a Supporting Role,,Janet McTeer,Albert Nobbs,0
2011,Actress in a Supporting Role,1,Octavia Spencer,The Help,1
2012,Actor in a Leading Role,,Bradley Cooper,Silver Linings Playbook,0
2012,Actor in a Leading Role,1,Daniel Day-Lewis,Lincoln,0
2012,Actor in a Leading Role,,Hugh Jackman,Les Misérables,0
2012,Actor in a Leading Role,,Joaquin Phoenix,The Master,0
2012,Actor in a Leading Role,,Denzel Washington,Flight,1
2012,Actor in a Supporting Role,,Alan Arkin,Argo,0
2012,Actor in a Supporting Role,,Robert De Niro,Silver Linings Playbook,0
2012,Actor in a Supporting Role,,Philip Seymour Hoffman,The Master,0
2012,Actor in a Supporting Role,,Tommy Lee Jones,Lincoln,0
2012,Actor in a Supporting Role,1,Christoph Waltz,Django Unchained,0
2012,Actress in a Leading Role,,Jessica Chastain,Zero Dark Thirty,0
2012,Actress in a Leading Role,1,Jennifer Lawrence,Silver Linings Playbook,0
2012,Actress in a Leading Role,,Emmanuelle Riva,Amour,0
2012,Actress in a Leading Role,,Quvenzhané Wallis,Beasts of the Southern Wild,1
2012,Actress in a Leading Role,,Naomi Watts,The Impossible,0
2012,Actress in a Supporting Role,,Amy Adams,The Master,0
2012,Actress in a Supporting Role,,Sally Field,Lincoln,0
2012,Actress in a Supporting Role,1,Anne Hathaway,Les Misérables,0
2012,Actress in a Supporting Role,,Helen Hunt,The Sessions,0
2012,Actress in a Supporting Role,,Jacki Weaver,Silver Linings Playbook,0
2013,Actor in a Leading Role,,Christian Bale,American Hustle,0
2013,Actor in a Leading Role,,Bruce Dern,Nebraska,0
2013,Actor in a Leading Role,,Leonardo DiCaprio,The Wolf of Wall Street,0
2013,Actor in a Leading Role,,Chiwetel Ejiofor,12 Years a Slave,1
2013,Actor in a Leading Role,1,Matthew McConaughey,Dallas Buyers Club,0
2013,Actor in a Supporting Role,,Barkhad Abdi,Captain Phillips,1
2013,Actor in a Supporting Role,,Bradley Cooper,American Hustle,0
2013,Actor in a Supporting Role,,Michael Fassbender,12 Years a Slave,0
2013,Actor in a Supporting Role,,Jonah Hill,The Wolf of Wall Street,0
2013,Actor in a Supporting Role,1,Jared Leto,Dallas Buyers Club,0
2013,Actress in a Leading Role,,Amy Adams,American Hustle,0
2013,Actress in a Leading Role,1,Cate Blanchett,Blue Jasmine,0
2013,Actress in a Leading Role,,Sandra Bullock,Gravity,0
2013,Actress in a Leading Role,,Judi Dench,Philomena,0
2013,Actress in a Leading Role,,Meryl Streep,August: Osage County,0
2013,Actress in a Supporting Role,,Sally Hawkins,Blue Jasmine,0
2013,Actress in a Supporting Role,,Jennifer Lawrence,American Hustle,0
2013,Actress in a Supporting Role,1,Lupita Nyong'o,12 Years a Slave,1
2013,Actress in a Supporting Role,,Julia Roberts,August: Osage County,0
2013,Actress in a Supporting Role,,June Squibb,Nebraska,0
2014,Actor in a Leading Role,,Steve Carell,Foxcatcher,0
2014,Actor in a Leading Role,,Bradley Cooper,American Sniper,0
2014,Actor in a Leading Role,,Benedict Cumberbatch,The Imitation Game,0
2014,Actor in a Leading Role,,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),0
2014,Actor in a Leading Role,1,Eddie Redmayne,The Theory of Everything,0
2014,Actor in a Supporting Role,,Robert Duvall,The Judge,0
2014,Actor in a Supporting Role,,Ethan Hawke,Boyhood,0
2014,Actor in a Supporting Role,,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),0
2014,Actor in a Supporting Role,,Mark Ruffalo,Foxcatcher,0
2014,Actor in a Supporting Role,1,J.K. Simmons,Whiplash,0
2014,Actress in a Leading Role,,Marion Cotillard,"Two Days, One Night",0
2014,Actress in a Leading Role,,Felicity Jones,The Theory of Everything,0
2014,Actress in a Leading Role,1,Julianne Moore,Still Alice,0
2014,Actress in a Leading Role,,Rosamund Pike,Gone Girl,0
2014,Actress in a Leading Role,,Reese Witherspoon,Wild,0
2014,Actress in a Supporting Role,1,Patricia Arquette,Boyhood,0
2014,Actress in a Supporting Role,,Laura Dern,Wild,0
2014,Actress in a Supporting Role,,Keira Knightley,The Imitation Game,0
2014,Actress in a Supporting Role,,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),0
2014,Actress in a Supporting Role,,Meryl Streep,Into the Woods,0
2015,Actor in a Leading Role,,Bryan Cranston,Trumbo,0
2015,Actor in a Leading Role,,Matt Damon,The Martian,0
2015,Actor in a Leading Role,1,Leonardo DiCaprio,The Revenant,0
2015,Actor in a Leading Role,,Michael Fassbender,Steve Jobs,0
2015,Actor in a Leading Role,,Eddie Redmayne,The Danish Girl,0
2015,Actor in a Supporting Role,,Christian Bale,The Big Short,0
2015,Actor in a Supporting Role,,Tom Hardy,The Revenant,0
2015,Actor in a Supporting Role,,Mark Ruffalo,Spotlight,0
2015,Actor in a Supporting Role,1,Mark Rylance,Bridge of Spies,0
2015,Actor in a Supporting Role,,Sylvester Stallone,Creed,0
2015,Actress in a Leading Role,,Cate Blanchett,Carol,0
2015,Actress in a Leading Role,1,Brie Larson,Room,0
2015,Actress in a Leading Role,,Jennifer Lawrence,Joy,0
2015,Actress in a Leading Role,,Charlotte Rampling,45 Years,0
2015,Actress in a Leading Role,,Saoirse Ronan,Brooklyn,0
2015,Actress in a Supporting Role,,Jennifer Jason Leigh,The Hateful Eight,0
2015,Actress in a Supporting Role,,Rooney Mara,Carol,0
2015,Actress in a Supporting Role,,Rachel McAdams,Spotlight,0
2015,Actress in a Supporting Role,1,Alicia Vikander,The Danish Girl,0
2015,Actress in a Supporting Role,,Kate Winslet,Steve Jobs,0
1928,Actor,,Richard Barthelmess,The Noose,0
1928,Actor,1,Emil Jannings,The Last Command,0
1928,Actress,,Louise Dresser,A Ship Comes In,0
1928,Actress,1,Janet Gaynor,7th Heaven,0
1928,Actress,,Gloria Swanson,Sadie Thompson,0
1929,Actor,,George Bancroft,Thunderbolt,0
1929,Actor,1,Warner Baxter,In Old Arizona,0
1929,Actor,,Chester Morris,Alibi,0
1929,Actor,,Paul Muni,The Valiant,0
1929,Actor,,Lewis Stone,The Patriot,0
1929,Actress,,Ruth Chatterton,Madame X,0
1929,Actress,,Betty Compson,The Barker,0
1929,Actress,,Jeanne Eagels,The Letter,0
1929,Actress,,Corinne Griffith,The Divine Lady,0
1929,Actress,,Bessie Love,The Broadway Melody,0
1929,Actress,1,Mary Pickford,Coquette,0
1930,Actor,1,George Arliss,Disraeli,0
1930,Actor,,George Arliss,The Green Goddess,0
1930,Actor,,Wallace Beery,The Big House,0
1930,Actor,,Maurice Chevalier,The Big Pond,0
1930,Actor,,Ronald Colman,Bulldog Drummond,0
1930,Actor,,Lawrence Tibbett,The Rogue Song,0
1930,Actress,,Nancy Carroll,The Devil's Holiday,0
1930,Actress,,Ruth Chatterton,Sarah and Son,0
1930,Actress,,Greta Garbo,Anna Christie,0
1930,Actress,1,Norma Shearer,The Divorcee,0
1930,Actress,,Norma Shearer,Their Own Desire,0
1930,Actress,,Gloria Swanson,The Trespasser,0
1931,Actor,1,Lionel Barrymore,A Free Soul,0
1931,Actor,,Jackie Cooper,Skippy,0
1931,Actor,,Richard Dix,Cimarron,0
1931,Actor,,Fredric March,The Royal Family of Broadway,0
1931,Actor,,Adolphe Menjou,The Front Page,0
1931,Actress,,Marlene Dietrich,Morocco,0
1931,Actress,1,Marie Dressler,Min and Bill,0
1931,Actress,,Irene Dunne,Cimarron,0
1931,Actress,,Ann Harding,Holiday,0
1931,Actress,,Norma Shearer,A Free Soul,0
1932,Actor,1,Wallace Beery,The Champ,0
1932,Actor,,Alfred Lunt,The Guardsman,0
1932,Actor,1,Fredric March,Dr. Jekyll and Mr. Hyde,0
1932,Actress,,Marie Dressler,Emma,0
1932,Actress,,Lynn Fontanne,The Guardsman,0
1933,Actress,1,Helen Hayes,The Sin of Madelon Claudet,0
1933,Actor,,Leslie Howard,Berkeley Square,0
1933,Actor,1,Charles Laughton,The Private Life of Henry VIII,0
1933,Actor,,Paul Muni,I Am a Fugitive from a Chain Gang,0
1933,Actress,1,Katharine Hepburn,Morning Glory,0
1933,Actress,,May Robson,Lady for a Day,0
1933,Actress,,Diana Wynyard,Cavalcade,0
